name,fluence
GRB090820027,4.125025e-06
GRB090820509,1.042194e-07
GRB090823133,1.854303e-07
GRB090824918,1.655662e-07
GRB090826068,1.98882e-07
GRB090828099,4.391763e-07
GRB090829672,8.993247e-07
GRB090829702,1.640531e-07
GRB090831317,2.97722e-07
GRB090902401,1.217782e-06
GRB090902462,6.718278e-06
GRB090904058,3.660326e-07
GRB090904581,3.415065e-07
GRB090907017,3.352274e-07
GRB090907808,1.671115e-06
GRB090908314,2.86629e-07
GRB090908341,3.966605e-07
GRB090909487,4.493993e-07
GRB090909854,1.002206e-06
GRB090910812,4.711271e-07
GRB090912660,9.332362e-08
GRB090915650,2.33378e-07
GRB090917661,2.511612e-07
GRB090920035,1.500879e-07
GRB090922539,4.554244e-07
GRB090922605,4.773162e-07
GRB090924625,2.584937e-06
GRB090925389,3.327906e-07
GRB090926181,3.200386e-06
GRB090926914,1.614843e-07
GRB090927422,7.426754e-07
GRB090928646,5.050813e-07
GRB090929190,1.666975e-06
GRB091002685,2.449001e-07
GRB091003191,1.178442e-06
GRB091005679,1.761087e-07
GRB091006360,5.306093e-07
GRB091010113,1.059024e-06
GRB091012783,4.644942e-06
GRB091013989,9.428384e-08
GRB091015129,3.539409e-07
GRB091017861,2.701222e-07
GRB091017985,1.291423e-07
GRB091018957,2.236273e-06
GRB091019750,1.361873e-06
GRB091020900,3.738947e-07
GRB091020977,4.75097e-07
GRB091023021,2.810796e-07
GRB091024372,5.738767e-07
GRB091024380,2.917171e-07
GRB091026485,1.721999e-07
GRB091026550,4.062792e-07
GRB091030613,2.389038e-07
GRB091030828,6.911259e-07
GRB091031500,8.168498e-07
GRB091101143,4.711889e-07
GRB091102607,4.104666e-07
GRB091103912,3.398163e-07
GRB091106762,1.745037e-07
GRB091107635,2.583195e-07
GRB091109895,1.420766e-07
GRB091112737,4.049696e-07
GRB091112928,2.769127e-07
GRB091115177,2.448754e-07
GRB091117080,1.04392e-07
GRB091120191,4.940326e-07
GRB091122163,2.568019e-07
GRB091123081,1.554389e-07
GRB091123298,2.562461e-07
GRB091126333,1.988262e-06
GRB091126389,
GRB091127976,1.123008e-06
GRB091128285,3.559117e-07
GRB091201089,1.087076e-07
GRB091202072,1.127497e-07
GRB091202219,1.808412e-07
GRB091207333,1.87941e-07
GRB091208410,3.585968e-07
GRB091209001,1.879596e-07
GRB091215234,2.35104e-07
GRB091219462,2.415726e-07
GRB091220442,2.964577e-07
GRB091221870,3.205984e-07
GRB091223191,7.527116e-07
GRB091223511,4.140734e-07
GRB091224373,1.37811e-06
GRB091227294,3.568425e-07
GRB091230260,1.291969e-07
GRB091230712,1.41023e-07
GRB091231206,2.364185e-07
GRB091231540,1.552008e-07
GRB100101028,1.20116e-07
GRB100101988,1.391906e-06
GRB100107074,1.717721e-06
GRB100111176,1.403931e-07
GRB100112418,1.546353e-07
GRB100116897,1.144058e-06
GRB100117879,1.94776e-06
GRB100118100,6.860802e-07
GRB100122616,6.271524e-07
GRB100126460,2.877063e-07
GRB100130729,2.927843e-07
GRB100130777,2.086425e-07
GRB100131730,7.187846e-07
GRB100201588,1.309028e-07
GRB100204024,1.647405e-07
GRB100204566,1.317257e-07
GRB100204858,8.347084e-07
GRB100205490,1.593042e-07
GRB100206563,3.813632e-06
GRB100207665,2.701763e-07
GRB100207721,1.542057e-07
GRB100208386,9.696331e-07
GRB100210101,1.643608e-07
GRB100211440,4.661189e-07
GRB100212550,6.599241e-07
GRB100212588,1.545494e-07
GRB100216422,1.835952e-06
GRB100218194,1.076772e-07
GRB100219026,3.949374e-07
GRB100221368,1.295872e-07
GRB100223110,5.96914e-06
GRB100224112,2.336102e-07
GRB100225115,4.63669e-07
GRB100225249,1.488473e-07
GRB100225580,5.193511e-07
GRB100225703,5.625583e-07
GRB100228544,7.632857e-08
GRB100228873,1.865353e-07
GRB100301068,2.245622e-06
GRB100301223,1.682442e-07
GRB100302061,1.807574e-06
GRB100304004,3.262457e-07
GRB100304534,2.268843e-07
GRB100306199,2.226461e-07
GRB100307928,9.922695e-08
GRB100311518,3.002951e-07
GRB100313288,4.346498e-07
GRB100313509,1.42928e-07
GRB100315361,1.687399e-07
GRB100318611,1.056775e-07
GRB100322045,1.420682e-06
GRB100323542,2.785233e-07
GRB100324172,1.833865e-06
GRB100325246,1.206919e-07
GRB100325275,2.977394e-07
GRB100326294,3.081677e-07
GRB100326402,1.751141e-07
GRB100328141,2.577708e-06
GRB100330309,2.333393e-07
GRB100330856,2.360836e-07
GRB100401297,1.283153e-07
GRB100406758,1.261025e-07
GRB100410356,2.340835e-07
GRB100410740,7.686719e-07
GRB100411516,1.409656e-07
GRB100413732,2.282552e-07
GRB100414097,2.374168e-06
GRB100417166,1.00035e-06
GRB100417789,1.922445e-07
GRB100420008,2.243436e-07
GRB100421917,2.675727e-07
GRB100423244,5.711072e-07
GRB100424729,2.305598e-07
GRB100424876,2.469865e-07
GRB100427356,2.087656e-07
GRB100429999,1.634345e-07
GRB100502356,3.459531e-07
GRB100503554,2.695026e-07
GRB100504806,1.161458e-07
GRB100506653,2.269409e-07
GRB100507577,2.348453e-07
GRB100510810,1.622706e-07
GRB100511035,6.836316e-07
GRB100513879,3.635083e-07
GRB100515467,4.012492e-07
GRB100516369,1.313161e-06
GRB100516396,8.723811e-07
GRB100517072,2.19894e-07
GRB100517132,2.152162e-07
GRB100517154,1.711476e-07
GRB100517243,1.225023e-07
GRB100517639,3.674232e-07
GRB100519204,2.240432e-07
GRB100522157,3.178767e-07
GRB100525744,2.051088e-06
GRB100527795,1.819857e-07
GRB100528075,6.079992e-07
GRB100530737,2.165184e-07
GRB100604287,3.642029e-07
GRB100605774,1.995327e-07
GRB100608382,1.490686e-07
GRB100609783,1.77289e-07
GRB100612545,3.836881e-06
GRB100612726,8.342769e-07
GRB100614498,1.31603e-07
GRB100615083,3.717409e-07
GRB100616773,1.089256e-06
GRB100619015,2.452718e-07
GRB100620119,3.330322e-07
GRB100621452,2.224212e-07
GRB100621529,
GRB100625773,3.996991e-06
GRB100625891,2.405441e-07
GRB100629801,1.776337e-06
GRB100701490,1.260708e-06
GRB100704149,2.424809e-07
GRB100706693,1.841965e-06
GRB100707032,1.007702e-06
GRB100709602,2.079109e-07
GRB100713980,1.02655e-06
GRB100714672,3.342553e-07
GRB100714686,3.515691e-07
GRB100715477,1.735558e-07
GRB100717372,6.342187e-07
GRB100717446,1.295329e-06
GRB100718160,1.106536e-07
GRB100718796,9.810006e-08
GRB100719311,7.883387e-07
GRB100719825,3.234554e-07
GRB100719989,2.088515e-06
GRB100722096,7.569419e-07
GRB100722291,
GRB100724029,9.801564e-07
GRB100725475,1.782664e-07
GRB100727238,1.50837e-07
GRB100728095,6.717821e-07
GRB100728439,3.290189e-07
GRB100730463,1.588858e-07
GRB100802240,1.139926e-07
GRB100804104,7.043104e-07
GRB100805300,4.206858e-06
GRB100805845,2.514093e-07
GRB100810049,3.007081e-07
GRB100811108,7.401924e-06
GRB100811781,1.237243e-07
GRB100814160,2.194563e-07
GRB100814351,4.936505e-07
GRB100816009,3.73886e-07
GRB100816026,6.570949e-07
GRB100819498,2.900635e-07
GRB100820373,1.921932e-07
GRB100825287,2.231222e-07
GRB100826957,1.579149e-06
GRB100827455,5.817783e-06
GRB100829374,2.151998e-07
GRB100829876,1.378807e-06
GRB100831651,1.22812e-07
GRB100902990,1.875346e-07
GRB100905907,2.73189e-07
GRB100906576,5.000788e-07
GRB100907751,1.556243e-07
GRB100910818,7.541211e-07
GRB100911816,2.445945e-07
GRB100915243,2.592457e-07
GRB100916779,7.337589e-07
GRB100918863,1.297195e-06
GRB100919884,3.068809e-07
GRB100922625,5.851006e-07
GRB100923844,1.309669e-07
GRB100924165,3.417422e-07
GRB100926595,2.55592e-07
GRB100926694,1.266188e-07
GRB100929235,2.408083e-07
GRB100929315,2.244893e-07
GRB100929916,3.242404e-06
GRB101002279,1.908196e-07
GRB101003244,2.668315e-07
GRB101004426,9.706093e-08
GRB101008697,2.769925e-07
GRB101010190,9.912267e-08
GRB101011707,6.571656e-07
GRB101013412,3.288035e-07
GRB101014175,1.031409e-06
GRB101015558,2.034929e-07
GRB101016243,4.472468e-07
GRB101017619,1.572692e-07
GRB101021009,4.128597e-07
GRB101021063,9.473276e-07
GRB101023951,8.17294e-07
GRB101024486,4.647204e-07
GRB101025146,2.250362e-07
GRB101025267,
GRB101026034,3.12549e-06
GRB101027230,7.908083e-07
GRB101030664,8.914604e-08
GRB101031625,1.475634e-06
GRB101101744,3.450559e-07
GRB101101899,1.131397e-07
GRB101102840,2.292966e-07
GRB101104810,1.746086e-06
GRB101107011,1.334119e-07
GRB101112924,3.613016e-07
GRB101112984,1.351025e-07
GRB101113483,3.246153e-07
GRB101116481,1.4664e-06
GRB101117496,2.999715e-07
GRB101119685,
GRB101123952,1.900547e-06
GRB101126198,4.364169e-07
GRB101127093,1.61337e-07
GRB101127102,1.672668e-07
GRB101128322,1.727902e-07
GRB101129652,4.890702e-06
GRB101129726,2.825017e-06
GRB101130074,2.135247e-07
GRB101201418,3.613146e-07
GRB101202154,5.974953e-07
GRB101204343,3.097414e-06
GRB101205309,1.973025e-07
GRB101206036,2.659364e-07
GRB101207536,
GRB101208203,1.323269e-06
GRB101208498,7.697977e-07
GRB101211485,2.081259e-07
GRB101213451,4.755349e-07
GRB101213849,1.833963e-07
GRB101214748,1.83592e-06
GRB101214993,2.52459e-07
GRB101216721,9.357719e-07
GRB101219686,9.367427e-08
GRB101220576,2.575661e-07
GRB101220864,1.680634e-07
GRB101223834,1.485277e-07
GRB101224227,9.919509e-07
GRB101224578,1.212533e-07
GRB101224614,1.997014e-07
GRB101224998,1.690041e-07
GRB101225377,6.922678e-07
GRB101227195,3.062754e-07
GRB101227406,8.424679e-07
GRB101227536,5.298779e-07
GRB101231067,8.917883e-07
GRB110101202,6.822501e-07
GRB110101506,1.280752e-07
GRB110102788,4.950875e-07
GRB110105877,2.42071e-07
GRB110106893,1.483788e-07
GRB110107886,9.731436e-08
GRB110108977,2.940682e-07
GRB110112934,1.571993e-06
GRB110117364,3.571658e-07
GRB110117626,6.624974e-07
GRB110118857,2.489196e-07
GRB110119931,1.953018e-07
GRB110120666,1.116816e-06
GRB110123804,1.110934e-06
GRB110124784,2.097032e-07
GRB110125894,2.170295e-07
GRB110128073,1.683546e-07
GRB110130230,1.006948e-07
GRB110131780,8.086722e-07
GRB110201399,8.241613e-07
GRB110204179,2.246388e-07
GRB110205027,4.060773e-07
GRB110205588,2.201904e-07
GRB110206202,2.328765e-07
GRB110207470,2.818008e-07
GRB110207959,2.694093e-07
GRB110209165,3.30896e-07
GRB110212550,5.164792e-06
GRB110213220,3.007963e-07
GRB110213876,1.035135e-06
GRB110217591,2.598221e-07
GRB110220761,2.126342e-07
GRB110221244,3.039617e-07
GRB110226989,1.616178e-07
GRB110227009,6.505123e-07
GRB110227229,1.449068e-07
GRB110227420,1.482899e-07
GRB110228011,1.8723e-07
GRB110228792,1.976074e-07
GRB110301214,2.910019e-06
GRB110302043,1.089217e-07
GRB110304071,1.936561e-07
GRB110307972,8.97165e-07
GRB110311812,1.230884e-07
GRB110316139,8.474693e-07
GRB110318552,3.838576e-07
GRB110319628,1.02882e-07
GRB110319815,3.559703e-07
GRB110321346,1.014457e-07
GRB110322558,1.072924e-07
GRB110328520,3.990101e-07
GRB110331604,7.321052e-07
GRB110401920,3.072172e-06
GRB110402009,5.186164e-07
GRB110407998,1.299016e-06
GRB110409179,3.13399e-06
GRB110410133,1.170142e-07
GRB110410772,9.190319e-08
GRB110411629,1.877183e-07
GRB110412315,1.593704e-07
GRB110413938,2.918891e-07
GRB110415541,4.093873e-07
GRB110420946,2.47239e-06
GRB110421757,2.92759e-07
GRB110422029,1.040637e-06
GRB110424758,1.103193e-06
GRB110426629,1.668455e-07
GRB110428338,1.732473e-07
GRB110428388,1.91851e-06
GRB110430375,1.982467e-07
GRB110503145,3.74094e-07
GRB110505203,3.15315e-07
GRB110509142,1.254277e-07
GRB110509475,1.001495e-06
GRB110511616,1.808813e-07
GRB110517453,9.672945e-07
GRB110517573,3.459732e-07
GRB110520302,2.799384e-07
GRB110521478,6.613286e-07
GRB110522256,2.65319e-07
GRB110522296,3.308401e-07
GRB110522633,8.970575e-07
GRB110523344,2.94731e-07
GRB110526715,2.388215e-06
GRB110528624,4.277009e-08
GRB110529034,4.141596e-06
GRB110529262,3.216227e-07
GRB110529811,1.656527e-07
GRB110531448,1.420255e-07
GRB110601681,4.50803e-07
GRB110605183,4.579623e-07
GRB110605780,5.655693e-07
GRB110609185,1.902227e-07
GRB110609425,1.825826e-07
GRB110610640,3.115158e-07
GRB110613631,2.412354e-07
GRB110616648,1.960687e-07
GRB110618366,7.913295e-07
GRB110618760,2.912593e-07
GRB110622158,5.10944e-07
GRB110624906,1.804735e-07
GRB110625579,1.866739e-07
GRB110625881,1.41409e-06
GRB110626448,2.058883e-07
GRB110629174,4.979109e-07
GRB110702187,1.878514e-07
GRB110703557,2.209279e-07
GRB110705151,1.038266e-05
GRB110705364,4.963943e-07
GRB110706202,3.907662e-07
GRB110706477,3.300667e-07
GRB110706728,2.944126e-07
GRB110706977,3.746883e-07
GRB110709463,3.13551e-07
GRB110709642,9.903071e-07
GRB110709862,2.251751e-07
GRB110710954,3.567024e-07
GRB110716018,2.875717e-07
GRB110717180,5.905646e-06
GRB110717319,6.278154e-07
GRB110720177,4.950373e-07
GRB110721200,1.282512e-06
GRB110722694,5.072878e-07
GRB110722710,3.844436e-07
GRB110725236,1.937375e-07
GRB110726211,1.640948e-07
GRB110728056,1.266364e-06
GRB110729142,2.887604e-07
GRB110730008,1.602153e-07
GRB110730660,1.651487e-07
GRB110731465,1.826238e-06
GRB110801335,1.424436e-06
GRB110803783,9.960674e-08
GRB110806934,1.990518e-07
GRB110809461,3.799127e-07
GRB110812899,1.632748e-07
GRB110813237,3.331185e-07
GRB110817191,1.610505e-06
GRB110818860,2.057929e-07
GRB110819665,5.168942e-07
GRB110820476,1.037372e-07
GRB110824009,6.327943e-07
GRB110825102,1.565193e-06
GRB110825265,7.765139e-08
GRB110828575,5.086773e-07
GRB110831282,1.425337e-07
GRB110901230,1.619202e-07
GRB110903009,5.299058e-07
GRB110903111,3.684232e-07
GRB110904124,2.611296e-07
GRB110904163,1.670622e-07
GRB110904531,2.555943e-07
GRB110906302,3.438771e-07
GRB110909116,1.269272e-06
GRB110911071,
GRB110916016,7.594749e-07
GRB110919634,5.284214e-07
GRB110920338,3.249357e-07
GRB110920546,7.891531e-07
GRB110921444,1.185296e-07
GRB110921577,9.16143e-08
GRB110921912,1.806571e-06
GRB110923481,
GRB110923835,1.815185e-07
GRB110926107,3.014797e-07
GRB110928180,4.214892e-07
GRB110929187,4.455741e-07
GRB110930564,1.585136e-07
GRB111001804,7.598176e-07
GRB111003465,9.684766e-07
GRB111005398,1.395042e-07
GRB111008992,1.007182e-07
GRB111009282,6.010351e-07
GRB111010237,2.074193e-07
GRB111010660,2.841509e-07
GRB111010709,2.219361e-07
GRB111010899,2.235847e-07
GRB111011094,2.305759e-06
GRB111012456,7.089983e-07
GRB111012811,4.319691e-07
GRB111015427,3.625383e-07
GRB111017657,1.203565e-06
GRB111018595,1.602584e-07
GRB111018785,1.528454e-07
GRB111022854,1.361778e-06
GRB111024722,2.896317e-07
GRB111024896,1.001521e-06
GRB111025078,1.292554e-07
GRB111103441,4.208991e-07
GRB111103948,2.411782e-06
GRB111105457,1.175636e-07
GRB111107035,2.024757e-07
GRB111107076,1.585736e-07
GRB111109453,2.967874e-07
GRB111109873,1.034548e-06
GRB111112908,4.133276e-06
GRB111113410,1.78557e-07
GRB111114233,2.07191e-07
GRB111117510,2.143341e-06
GRB111117526,1.94302e-07
GRB111120556,1.246216e-07
GRB111124308,1.915692e-07
GRB111127810,4.449302e-07
GRB111201599,1.700173e-07
GRB111203054,1.314472e-07
GRB111203609,1.480419e-07
GRB111207512,7.622895e-07
GRB111208353,2.097338e-07
GRB111216389,5.282287e-07
GRB111220486,9.252782e-07
GRB111221739,1.028249e-06
GRB111222619,1.494773e-05
GRB111226795,2.370551e-07
GRB111228453,4.515037e-07
GRB111228657,1.999607e-07
GRB111230683,3.285039e-07
GRB111230819,2.817544e-07
GRB111231622,
GRB120101354,9.940724e-07
GRB120102095,6.826988e-07
GRB120102416,2.63411e-07
GRB120105584,1.201796e-07
GRB120107384,3.333197e-07
GRB120109824,1.77551e-07
GRB120111051,9.825113e-08
GRB120114433,2.112457e-07
GRB120114681,2.404274e-07
GRB120117291,
GRB120118709,1.011437e-07
GRB120118898,1.789422e-07
GRB120119170,6.899986e-07
GRB120119229,5.017715e-07
GRB120119354,1.820515e-07
GRB120120432,1.717533e-07
GRB120121101,1.260402e-07
GRB120121251,4.631638e-07
GRB120122300,2.151324e-07
GRB120129312,1.250029e-06
GRB120129580,6.153739e-06
GRB120130699,2.790736e-07
GRB120130906,2.078746e-07
GRB120130938,2.710583e-07
GRB120203812,2.110006e-07
GRB120204054,1.091383e-06
GRB120205285,7.915823e-07
GRB120206949,8.598589e-07
GRB120210650,3.212856e-07
GRB120212353,1.333645e-06
GRB120212383,2.260565e-07
GRB120213606,1.824528e-07
GRB120217808,2.387362e-07
GRB120217904,9.993661e-07
GRB120218276,1.274412e-07
GRB120219563,3.528612e-07
GRB120220210,1.73066e-07
GRB120222021,1.593459e-06
GRB120222119,1.596997e-07
GRB120223933,3.205193e-07
GRB120224282,2.521478e-07
GRB120224898,3.186516e-07
GRB120226447,8.567296e-07
GRB120226871,8.122319e-07
GRB120227391,5.133425e-07
GRB120227725,1.126685e-06
GRB120302080,2.339207e-07
GRB120302722,1.079315e-06
GRB120304061,3.872383e-07
GRB120304248,2.5101e-06
GRB120308588,7.872815e-07
GRB120312671,1.723522e-07
GRB120314412,7.266107e-07
GRB120316008,8.937066e-07
GRB120319983,2.479649e-07
GRB120323162,3.128945e-07
GRB120323507,1.136743e-05
GRB120326056,2.686356e-07
GRB120327418,1.206596e-06
GRB120328268,1.560585e-06
GRB120331055,2.18675e-07
GRB120402669,2.292902e-07
GRB120403857,2.167225e-07
GRB120410585,2.510282e-06
GRB120411925,3.437606e-07
GRB120412055,1.442735e-07
GRB120412920,3.129492e-07
GRB120415076,3.007319e-07
GRB120415891,1.597158e-06
GRB120415958,2.300202e-07
GRB120420249,2.021834e-07
GRB120420858,2.70142e-07
GRB120426090,2.573574e-06
GRB120426585,1.47529e-07
GRB120427054,8.712655e-07
GRB120427153,2.211375e-07
GRB120429003,5.894448e-07
GRB120429484,1.696512e-07
GRB120430980,1.934091e-07
GRB120504468,8.250795e-08
GRB120504945,3.706463e-07
GRB120506128,2.248789e-07
GRB120509619,8.922504e-07
GRB120510900,1.817821e-07
GRB120511638,4.47122e-07
GRB120512112,6.709182e-07
GRB120513531,1.67287e-07
GRB120519721,3.646182e-06
GRB120520949,1.435774e-07
GRB120521380,1.067551e-07
GRB120522361,4.728653e-07
GRB120524134,6.584014e-07
GRB120526303,2.46841e-06
GRB120528442,3.8323e-07
GRB120530121,2.492718e-07
GRB120531393,2.18336e-07
GRB120603439,8.834658e-07
GRB120604220,1.630532e-07
GRB120604343,1.647054e-07
GRB120605453,4.43323e-07
GRB120608489,1.17288e-06
GRB120608777,9.999243e-08
GRB120609580,6.288465e-07
GRB120611108,1.000417e-07
